hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description
HED_0042257	4	Tonic-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	A sustained increase in muscle contraction lasting a few seconds to minutes. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042258	4	Atonic-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	Sudden loss or diminution of muscle tone without apparent preceding myoclonic or tonic event lasting  about 1 to 2 s, involving head, trunk, jaw, or limb musculature. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042259	4	Myoclonic-atonic-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	A generalized seizure type with a myoclonic jerk leading to an atonic motor component. This type was previously called myoclonic astatic. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042260	4	Myoclonic-tonic-clonic-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	One or a few jerks of limbs bilaterally, followed by a tonic clonic seizure. The initial jerks can be considered to be either a brief period of clonus or myoclonus. Seizures with this characteristic are common in juvenile myoclonic epilepsy. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042261	4	Tonic-clonic-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	A sequence consisting of a tonic followed by a clonic phase. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042262	4	Automatism-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	A more or less coordinated motor activity usually occurring when cognition is impaired and for which the subject is usually (but not always) amnesic afterward. This often resembles a voluntary movement and may consist of an inappropriate continuation of preictal motor activity. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042263	4	Hyperkinetic-seizure	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	
HED_0042264	4	Epileptic-spasm	Motor-seizure	annotation=dc:source Fisher ea 2017 Table 2	A sudden flexion, extension, or mixed extension flexion of predominantly proximal and truncal muscles that is usually more sustained than a myoclonic movement but not as sustained as a tonic seizure. Limited forms may occur: Grimacing, head nodding, or subtle eye movements. Epileptic spasms frequently occur in clusters. Infantile spasms are the best known form, but spasms can occur at all ages. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042265	3	Nonmotor-seizure	Seizure-classification	suggestedTag=Duration, annotation=dc:source Fisher ea 2017 Table 2, annotation=dc:source Duration tag from Beniczky ea Table 13	Focal or generalized seizure types in which motor activity is not prominent. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042266	4	Behavior-arrest-seizure	Nonmotor-seizure	annotation=dc:source Fisher ea 2017	Arrest (pause) of activities, freezing, immobilization, as in behavior arrest seizure. A focal behavior arrest seizure shows arrest of behavior as the prominent feature of the entire seizure. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042267	4	Sensory-seizure	Nonmotor-seizure	annotation=dc:source Fisher ea 2017 Table 2	A perceptual experience not caused by appropriate stimuli in the external world. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042268	4	Emotional-seizure	Nonmotor-seizure	annotation=dc:source Fisher ea 2017 Table 2	Seizures presenting with an emotion or the appearance of having an emotion as an early prominent feature, such as fear, spontaneous joy or euphoria, laughing (gelastic), or crying (dacrystic). Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042269	4	Cognitive-seizure	Nonmotor-seizure	annotation=dc:source Fisher ea 2017 Table 2	Pertaining to thinking and higher cortical functions, such as language, spatial perception, memory, and praxis. The previous term for similar usage as a seizure type was psychic. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042270	4	Autonomic-seizure	Nonmotor-seizure	annotation=dc:source Fisher ea 2017 Table 2	A distinct alteration of autonomic nervous system function involving cardiovascular, pupillary, gastrointestinal, sudomotor, vasomotor, and thermoregulatory functions. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042271	3	Absence-seizure	Seizure-classification	suggestedTag=Duration, annotation=dc:source Fisher ea 2017 Table 2, annotation=dc:source Duration tag from Beniczky ea Table 13	Absence seizures present with a sudden cessation of activity and awareness. Absence seizures tend to occur in younger age groups, have more sudden start and termination, and they usually display less complex automatisms than do focal seizures with impaired awareness, but the distinctions are not absolute. EEG information may be required for accurate classification. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042272	4	Typical-absence-seizure	Absence-seizure	annotation=dc:source Fisher ea 2017 Table 2	A sudden onset, interruption of ongoing activities, a blank stare, possibly a brief upward deviation of the eyes. Usually the patient will be unresponsive when spoken to. Duration is a few seconds to half a minute with very rapid recovery. Although not always available, an EEG would show generalized epileptiform discharges during the event. An absence seizure is by definition a seizure of generalized onset. The word is not synonymous with a blank stare, which also can be encountered with focal onset seizures. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042273	4	Atypical-absence-seizure	Absence-seizure	annotation=dc:source Fisher ea 2017 Table 2	An absence seizure with changes in tone that are more pronounced than in typical absence or the onset and/or cessation is not abrupt, often associated with slow, irregular, generalized spike-wave activity. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042274	4	Myoclonic-absence-seizure	Absence-seizure	annotation=dc:source Fisher ea 2017 page 536	A myoclonic absence seizure refers to an absence seizure with rhythmic three-per-second myoclonic movements, causing ratcheting abduction of the upper limbs leading to progressive arm elevation, and associated with three-per-second generalized spike-wave discharges. Duration is typically 10 to 60 s. Impairment of consciousness may not be obvious. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042275	4	Eyelid-myoclonia-seizure	Absence-seizure	annotation=dc:source Fisher ea 2017 Table 2	Jerking of the eyelids at frequencies of at least 3 per second, commonly with upward eye deviation, usually lasting <10 s, often precipitated by eye closure. There may or may not be associated brief loss of awareness. Definition from ILAE 2017 Classification of Seizure Types Expanded Version.
HED_0042276	2	Seizure-semiology	Episode-property	suggestedTag=None, suggestedTag=Duration, annotation=dc:source Beniczky ea 2017 Section 10, annotation=dc:source Duration tag from Beniczky ea Table 13	Seizure semiology refers to the clinical signs and sympoms that are observed during a seizure. Semiology is described according to the ILAE Glossary of Descriptive Terminology for Ictal Semiology (Blume ea 2001). Besides the name, the semiologic feature can also be characterized by the somatotopic modifier, laterality, body part and centricity. Uses Location-property tags.
HED_0042277	3	Semiology-motor-behavioral-arrest	Seizure-semiology	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Interruption of ongoing motor activity or of ongoing behaviors with fixed gaze, without movement of the head or trunk (oro-alimentary and hand automatisms may continue).
HED_0042278	3	Semiology-dyscognitive	Seizure-semiology	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	The term describes events in which (1) disturbance of cognition is the predominant or most apparent feature, and (2a) two or more of the following components are involved, or (2b) involvement of such components remains undetermined. Otherwise, use the more specific term (e.g., mnemonic experiential seizure  or hallucinatory experiential seizure). Components of cognition: ++ perception: symbolic conception of sensory information ++ attention: appropriate selection of a principal perception or task ++ emotion: appropriate affective significance of a perception ++ memory: ability to store and retrieve percepts or concepts ++ executive function: anticipation, selection, monitoring of consequences, and initiation of motor activity including praxis, speech.
HED_0042279	3	Semiology-elementary-motor	Seizure-semiology	annotation=dc:source Blume ea 2001 1.1, annotation=dc:source Beniczky ea 2017 Table 10	A single type of contraction of a muscle or group of muscles that is usually stereotyped and not decomposable into phases. However, see tonic-clonic, an elementary motor sequence.
HED_0042280	4	Semiology-myoclonic-jerk	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Characterized by myoclonus. MYOCLONUS : sudden, brief (lower than 100 ms) involuntary single or multiple contraction(s) of muscles(s) or muscle groups of variable topography (axial, proximal limb, distal).
HED_0042281	4	Semiology-negative-myoclonus	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Characterized by negative myoclonus. NEGATIVE MYOCLONUS: interruption of tonic muscular activity for lower than 500 ms without evidence of preceding myoclonia.
HED_0042282	4	Semiology-clonic	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Myoclonus that is regularly repetitive, involves the same muscle groups, at a frequency of about 2 to 3 c/s, and is prolonged. Synonym: rhythmic myoclonus.
HED_0042283	4	Semiology-jacksonian-march	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Term indicating spread of clonic movements through contiguous body parts unilaterally.
HED_0042284	4	Semiology-epileptic-spasm	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	A sudden flexion, extension, or mixed extension flexion of predominantly proximal and truncal muscles that is usually more sustained than a myoclonic movement but not so sustained as a tonic seizure (i.e., about 1 s). Limited forms may occur: grimacing, head nodding. Frequent occurrence in clusters.
HED_0042285	4	Semiology-tonic	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	A sustained increase in muscle contraction lasting a few seconds to minutes.
HED_0042286	4	Semiology-dystonic	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Sustained contractions of both agonist and antagonist muscles producing athetoid or twisting movements, which, when prolonged, may produce abnormal postures.
HED_0042287	4	Semiology-postural	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Adoption of a posture that may be bilaterally symmetric or asymmetric (as in a fencing posture).
HED_0042288	4	Semiology-versive	Semiology-elementary-motor	suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	A sustained, forced conjugate ocular, cephalic, and/or truncal rotation or lateral deviation from the midline.
HED_0042289	4	Semiology-tonic-clonic	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	A sequence consisting of a tonic followed by a clonic phase. Variants such as clonic-tonic-clonic may be seen.
HED_0042290	5	Semiology-tonic-clonic-without-figure-of-four	Semiology-tonic-clonic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Without figure of four: Asymmetry of limb posture during the tonic phase of a GTC: one arm is rigidly extended at the elbow (often with the fist clenched tightly and flexed at the wrist), whereas the opposite arm is flexed at the elbow.
HED_0042291	5	Semiology-tonic-clonic-with-figure-of-four-extension-left-elbow	Semiology-tonic-clonic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	With figure of four: Asymmetry of limb posture during the tonic phase of a GTC: one arm is rigidly extended at the elbow (often with the fist clenched tightly and flexed at the wrist), whereas the opposite arm is flexed at the elbow.
HED_0042292	5	Semiology-tonic-clonic-with-figure-of-four-extension-right-elbow	Semiology-tonic-clonic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	With figure of four: Asymmetry of limb posture during the tonic phase of a GTC: one arm is rigidly extended at the elbow (often with the fist clenched tightly and flexed at the wrist), whereas the opposite arm is flexed at the elbow.
HED_0042293	4	Semiology-astatic	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Loss of erect posture that results from an atonic, myoclonic, or tonic mechanism. Synonym: drop attack.
HED_0042294	4	Semiology-atonic	Semiology-elementary-motor	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Sudden loss or diminution of muscle tone without apparent preceding myoclonic or tonic event lasting greater or equal to 1 to 2 s, involving head, trunk, jaw, or limb musculature.
HED_0042295	4	Semiology-eye-blinking	Semiology-elementary-motor	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10.	
HED_0042296	4	Semiology-subtle-motor-phenomena	Semiology-elementary-motor	requireChild, suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10	
HED_0042297	5	Semiology-subtle-motor-phenomena-#	Semiology-subtle-motor-phenomena	takesValue, valueClass=textClass	Free text.
HED_0042298	4	Semiology-other-elementary-motor	Semiology-elementary-motor	requireChild	
HED_0042299	5	Semiology-other-elementary-motor-#	Semiology-other-elementary-motor	takesValue, valueClass=textClass	Free text.
HED_0042300	3	Semiology-automatisms	Seizure-semiology	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Fisher ea 2017 Table 2	A more or less coordinated, repetitive, motor activity usually occurring when cognition is impaired and for which the subject is usually amnesic afterward. This often resembles a voluntary movement and may consist of an inappropriate continuation of ongoing preictal motor activity.
HED_0042301	4	Semiology-mimetic	Semiology-automatisms	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Facial expression suggesting an emotional state, often fear.
HED_0042302	4	Semiology-oroalimentary	Semiology-automatisms	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Lip smacking, lip pursing, chewing, licking, tooth grinding, or swallowing.
HED_0042303	4	Semiology-dacrystic	Semiology-automatisms	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Bursts of crying.
HED_0042304	4	Semiology-manual	Semiology-automatisms	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source  Beniczky ea 2013 Appendix S5	1. Indicates principally distal components, bilateral or unilateral. 2. Fumbling, tapping, manipulating movements.
HED_0042305	4	Semiology-gestural	Semiology-automatisms	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Semipurposive, asynchronous hand movements. Often unilateral.
HED_0042306	4	Semiology-hypermotor	Semiology-automatisms	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	1. Involves predominantly proximal limb or axial muscles producing irregular sequential ballistic movements, such as pedaling, pelvic thrusting, thrashing, rocking movements. 2. Increase in rate of ongoing movements or inappropriately rapid performance of a movement.
HED_0042307	4	Semiology-hypokinetic	Semiology-automatisms	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	A decrease in amplitude and/or rate or arrest of ongoing motor activity.
HED_0042308	4	Semiology-gelastic	Semiology-automatisms	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Bursts of laughter or giggling, usually without an appropriate affective tone.
HED_0042309	4	Semiology-other-automatisms	Semiology-automatisms	requireChild, annotation=dc:source Beniczky ea 2017 Table 10	
HED_0042310	5	Semiology-other-automatisms-#	Semiology-other-automatisms	takesValue, valueClass=textClass	Free text.
HED_0042311	3	Semiology-sensory	Seizure-semiology	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Blume ea 2001 2.2	A perceptual experience not caused by appropriate stimuli in the external world. Modifies seizure or aura.
HED_0042312	4	Semiology-headache	Semiology-sensory	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Headache occurring in close temporal proximity to the seizure or as the sole seizure manifestation.
HED_0042313	4	Semiology-visual	Semiology-sensory	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Flashing or flickering lights, spots, simple patterns, scotomata, or amaurosis.
HED_0042314	4	Semiology-auditory	Semiology-sensory	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Buzzing, drumming sounds or single tones.
HED_0042315	4	Semiology-olfactory	Semiology-sensory	annotation=dc:source Beniczky ea 2017 Table 10	
HED_0042316	4	Semiology-gustatory	Semiology-sensory	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Taste sensations including acidic, bitter, salty, sweet, or metallic.
HED_0042317	4	Semiology-epigastric	Semiology-sensory	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Abdominal discomfort including nausea, emptiness, tightness, churning, butterflies, malaise, pain, and hunger; sensation may rise to chest or throat. Some phenomena may reflect ictal autonomic dysfunction.
HED_0042318	4	Semiology-somatosensory	Semiology-sensory	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Tingling, numbness, electric-shock sensation, sense of movement or desire to move.
HED_0042319	4	Semiology-autonomic-sensation	Semiology-sensory	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5, annotation=dc:source Blume ea 2001 2.2.1.8	Viscerosensitive. A sensation consistent with involvement of the autonomic nervous system, including cardiovascular, gastrointestinal,  sudomotor, vasomotor, and thermoregulatory functions. (Thus autonomic aura; cf. autonomic events 3.0/Semiology-autonomic).
HED_0042320	4	Semiology-sensory-other	Semiology-sensory	requireChild, annotation=dc:source Beniczky ea 2017 Table 10	
HED_0042321	5	Semiology-sensory-other-#	Semiology-sensory-other	takesValue, valueClass=textClass	Free text.
HED_0042322	3	Semiology-experiential	Seizure-semiology	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Blume ea 2001 2.2.2	Affective, mnemonic, or composite perceptual phenomena including illusory or composite hallucinatory events; these may appear alone or in combination. Included are feelings of depersonalization. These phenomena have subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context.
HED_0042323	4	Semiology-affective-emotional	Semiology-experiential	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Components include fear, depression, joy, and (rarely) anger.
HED_0042324	4	Semiology-hallucinatory	Semiology-experiential	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Composite perceptions without corresponding external stimuli involving visual, auditory, somatosensory, olfactory, and/or gustatory phenomena. Example: hearing  and seeing  people talking.
HED_0042325	4	Semiology-illusory	Semiology-experiential	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	An alteration of actual percepts involving the visual, auditory, somatosensory, olfactory, or gustatory systems.
HED_0042326	4	Semiology-mnemonic	Semiology-experiential	suggestedTag=Familiar, suggestedTag=Unfamiliar, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Components that reflect ictal dysmnesia such as feelings of familiarity (deja-vu) and unfamiliarity (jamais-vu). Use suggested tags to indicate Familiar (deja-vu) or Unfamiliar (jamais-vu).
HED_0042327	4	Semiology-experiential-other	Semiology-experiential	requireChild, annotation=dc:source Beniczky ea 2017 Table 10	
HED_0042328	5	Semiology-experiential-other-#	Semiology-experiential-other	takesValue, valueClass=textClass	Free text.
HED_0042329	3	Semiology-language	Seizure-semiology	annotation=dc:source Beniczky ea 2017 Table 10	
HED_0042330	4	Semiology-vocalization	Semiology-language	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Single or repetitive utterances consisting of sounds such as grunts or shrieks.
HED_0042331	4	Semiology-verbalization	Semiology-language	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Single or repetitive utterances consisting of words, phrases, or brief sentences.
HED_0042332	4	Semiology-dysphasia	Semiology-language	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Partially impaired communication involving language without dysfunction of relevant primary motor or sensory pathways, manifested as impaired comprehension, anomia, paraphasic errors, or a combination of these. (
HED_0042333	4	Semiology-aphasia	Semiology-language	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Fully impaired communication involving language without dysfunction of relevant primary motor or sensory pathways, manifested as impaired comprehension, anomia, paraphasic errors, or a combination of these.
HED_0042334	4	Semiology-language-other	Semiology-language	requireChild, annotation=dc:source Beniczky ea 2017 Table 10	
HED_0042335	5	Semiology-language-other-#	Semiology-language-other	takesValue, valueClass=textClass	Free text.
HED_0042336	3	Semiology-autonomic	Seizure-semiology	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Blume ea 2001 3.2	An objectively documented and distinct alteration of autonomic nervous system function involving cardiovascular, pupillary, gastrointestinal, sudomotor, vasomotor, and thermoregularity functions (cf. Semiology-autonomic-sensation).
HED_0042337	4	Semiology-pupillary	Semiology-autonomic	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Mydriasis, miosis (either bilateral or unilateral).
HED_0042338	4	Semiology-hypersalivation	Semiology-autonomic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Increase in production of saliva leading to uncontrollable drooling.
HED_0042339	4	Semiology-respiratory-apnoeic	Semiology-autonomic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Subjective shortness of breath, hyperventilation, stridor, coughing, choking, apnea, oxygen desaturation, neurogenic pulmonary edema.
HED_0042340	4	Semiology-cardiovascular	Semiology-autonomic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Modifications of heart rate (tachycardia, bradycardia), cardiac arrhythmias (such as sinus arrhythmia, sinus arrest, supraventricular tachycardia, atrial premature depolarizations, ventricular premature depolarizations, atrio-ventricular block, bundle branch block, atrioventricular nodal escape rhythm, asystole).
HED_0042341	4	Semiology-gastrointestinal	Semiology-autonomic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Nausea, eructation, vomiting, retching, abdominal sensations, abdominal pain, flatulence, spitting, diarrhea.
HED_0042342	4	Semiology-urinary-incontinence	Semiology-autonomic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Urinary urge (intense urinary urge at the beginning of seizures), urinary incontinence, ictal urination (rare symptom of partial seizures without loss of consciousness).
HED_0042343	4	Semiology-genital	Semiology-autonomic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Sexual auras (erotic thoughts and feelings, sexual arousal and orgasm). Genital auras (unpleasant, sometimes painful, frightening or emotionally neutral somatosensory sensations in the genitals that can be accompanied by ictal orgasm). Sexual automatisms (hypermotor movements consisting of writhing, thrusting, rhythmic movements of the pelvis, arms and legs, sometimes associated with picking and rhythmic manipulation of the groin or genitalia, exhibitionism and masturbation).
HED_0042344	4	Semiology-vasomotor	Semiology-autonomic	annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Flushing or pallor (may be accompanied by feelings of warmth, cold and pain).
HED_0042345	4	Semiology-sudomotor	Semiology-autonomic	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 10, annotation=dc:source Beniczky ea 2013 Appendix S5	Sweating and piloerection (may be accompanied by feelings of warmth, cold and pain).
HED_0042346	4	Semiology-thermoregulatory	Semiology-autonomic		Hyperthermia, fever. (Source: Beniczky ea 2017, Table 10; Beniczky ea 2013, Appendix S5.)
HED_0042347	4	Semiology-autonomic-other	Semiology-autonomic	requireChild	
HED_0042348	5	Semiology-autonomic-other-#	Semiology-autonomic-other	takesValue, valueClass=textClass	Free text.
HED_0042349	3	Semiology-manifestation-other	Seizure-semiology	requireChild	
HED_0042350	4	Semiology-manifestation-other-#	Semiology-manifestation-other	takesValue, valueClass=textClass	Free text.
HED_0042351	2	Postictal-semiology	Episode-property	suggestedTag=None, suggestedTag=Duration, annotation=dc:source Blume ea 2001, annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Duration tag from Beniczky ea Table 13	A transient clinical abnormality of central nervous system function that appears or becomes accentuated when clinical signs of the ictus have ended.
HED_0042352	3	Postictal-unconscious	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Unawareness and unresponsiveness.
HED_0042353	3	Postictal-quick-recovery-of-consciousness	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Quick recovery of awareness and responsiveness. )
HED_0042354	3	Postictal-aphasia-or-dysphasia	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Impaired communication involving language without dysfunction of relevant primary motor or sensory pathways, manifested as impaired comprehension, anomia, parahasic errors or a combination of these.
HED_0042355	3	Postictal-behavioral-change	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Occurring immediately after a seizure. Including psychosis, hypomanina, obsessive-compulsive behavior.
HED_0042356	3	Postictal-hemianopia	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Postictal visual loss in a a hemi field.
HED_0042357	3	Postictal-impaired-cognition	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Decreased Cognitive performance involving one or more of perception, attention, emotion, memory, execution, praxis, speech.
HED_0042358	3	Postictal-dysphoria	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Depression, irritability, euphoric mood, fear, anxiety.
HED_0042359	3	Postictal-headache	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Headache with features of tension-type or migraine headache that develops within 3 h following the seizure and resolves within 72 h after seizure.
HED_0042360	3	Postictal-nose-wiping	Postictal-semiology	suggestedTag=Categorical-location-value, annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Noes-wiping usually within 60 sec of seizure offset, usually with the hand ipsilateral to the seizure onset.
HED_0042361	3	Postictal-anterograde-amnesia	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Impaired ability to remember new material.
HED_0042362	3	Postictal-retrograde-amnesia	Postictal-semiology	annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Impaired ability to recall previously remember material.
HED_0042363	3	Postictal-paresis	Postictal-semiology	suggestedTag=Categorical-location-value, suggestedTag=Body-part, annotation=dc:source Beniczky ea 2017 Table 11, annotation=dc:source Beniczky ea 2013 Appendix S5	Todds palsy. Any unilateral postictal dysfunction relating to motor, language, sensory and/or integrative functions.
