hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo 
HED_0012856	4	Tactile-pressure	Tactile-attribute		Having a feeling of heaviness.	Tactile-attribute
HED_0012857	4	Tactile-temperature	Tactile-attribute		Having a feeling of hotness or coldness.	Tactile-attribute
HED_0012858	4	Tactile-texture	Tactile-attribute		Having a feeling of roughness.	Tactile-attribute
HED_0012859	4	Tactile-vibration	Tactile-attribute		Having a feeling of mechanical oscillation.	Tactile-attribute
HED_0012860	3	Vestibular-attribute	Sensory-attribute		Pertaining to the sense of balance or body position.	Sensory-attribute
HED_0012861	3	Visual-attribute	Sensory-attribute		Pertaining to the sense of sight.	Sensory-attribute
HED_0012862	4	Color	Visual-attribute		The appearance of objects (or light sources) described in terms of perception of their hue and lightness (or brightness) and saturation.	Visual-attribute
HED_0012863	5	CSS-color	Color		One of 140 colors supported by all browsers. For more details such as the color RGB or HEX values,check:https://www.w3schools.com/colors/colors_groups.asp.	Color
HED_0012864	6	Blue-color	CSS-color		CSS color group.	CSS-color
HED_0012865	7	Blue	Blue-color		CSS-color 0x0000FF.	Blue-color
HED_0012866	7	CadetBlue	Blue-color		CSS-color 0x5F9EA0.	Blue-color
HED_0012867	7	CornflowerBlue	Blue-color		CSS-color 0x6495ED.	Blue-color
HED_0012868	7	DarkBlue	Blue-color		CSS-color 0x00008B.	Blue-color
HED_0012869	7	DeepSkyBlue	Blue-color		CSS-color 0x00BFFF.	Blue-color
HED_0012870	7	DodgerBlue	Blue-color		CSS-color 0x1E90FF.	Blue-color
HED_0012871	7	LightBlue	Blue-color		CSS-color 0xADD8E6.	Blue-color
HED_0012872	7	LightSkyBlue	Blue-color		CSS-color 0x87CEFA.	Blue-color
HED_0012873	7	LightSteelBlue	Blue-color		CSS-color 0xB0C4DE.	Blue-color
HED_0012874	7	MediumBlue	Blue-color		CSS-color 0x0000CD.	Blue-color
HED_0012875	7	MidnightBlue	Blue-color		CSS-color 0x191970.	Blue-color
HED_0012876	7	Navy	Blue-color		CSS-color 0x000080.	Blue-color
HED_0012877	7	PowderBlue	Blue-color		CSS-color 0xB0E0E6.	Blue-color
HED_0012878	7	RoyalBlue	Blue-color		CSS-color 0x4169E1.	Blue-color
HED_0012879	7	SkyBlue	Blue-color		CSS-color 0x87CEEB.	Blue-color
HED_0012880	7	SteelBlue	Blue-color		CSS-color 0x4682B4.	Blue-color
HED_0012881	6	Brown-color	CSS-color		CSS color group.	CSS-color
HED_0012882	7	Bisque	Brown-color		CSS-color 0xFFE4C4.	Brown-color
HED_0012883	7	BlanchedAlmond	Brown-color		CSS-color 0xFFEBCD.	Brown-color
HED_0012884	7	Brown	Brown-color		CSS-color 0xA52A2A.	Brown-color
HED_0012885	7	BurlyWood	Brown-color		CSS-color 0xDEB887.	Brown-color
HED_0012886	7	Chocolate	Brown-color		CSS-color 0xD2691E.	Brown-color
HED_0012887	7	Cornsilk	Brown-color		CSS-color 0xFFF8DC.	Brown-color
HED_0012888	7	DarkGoldenRod	Brown-color		CSS-color 0xB8860B.	Brown-color
HED_0012889	7	GoldenRod	Brown-color		CSS-color 0xDAA520.	Brown-color
HED_0012890	7	Maroon	Brown-color		CSS-color 0x800000.	Brown-color
HED_0012891	7	NavajoWhite	Brown-color		CSS-color 0xFFDEAD.	Brown-color
HED_0012892	7	Olive	Brown-color		CSS-color 0x808000.	Brown-color
HED_0012893	7	Peru	Brown-color		CSS-color 0xCD853F.	Brown-color
HED_0012894	7	RosyBrown	Brown-color		CSS-color 0xBC8F8F.	Brown-color
HED_0012895	7	SaddleBrown	Brown-color		CSS-color 0x8B4513.	Brown-color
HED_0012896	7	SandyBrown	Brown-color		CSS-color 0xF4A460.	Brown-color
HED_0012897	7	Sienna	Brown-color		CSS-color 0xA0522D.	Brown-color
HED_0012898	7	Tan	Brown-color		CSS-color 0xD2B48C.	Brown-color
HED_0012899	7	Wheat	Brown-color		CSS-color 0xF5DEB3.	Brown-color
HED_0012900	6	Cyan-color	CSS-color		CSS color group.	CSS-color
HED_0012901	7	Aqua	Cyan-color		CSS-color 0x00FFFF.	Cyan-color
HED_0012902	7	Aquamarine	Cyan-color		CSS-color 0x7FFFD4.	Cyan-color
HED_0012903	7	Cyan	Cyan-color		CSS-color 0x00FFFF.	Cyan-color
HED_0012904	7	DarkTurquoise	Cyan-color		CSS-color 0x00CED1.	Cyan-color
HED_0012905	7	LightCyan	Cyan-color		CSS-color 0xE0FFFF.	Cyan-color
HED_0012906	7	MediumTurquoise	Cyan-color		CSS-color 0x48D1CC.	Cyan-color
HED_0012907	7	PaleTurquoise	Cyan-color		CSS-color 0xAFEEEE.	Cyan-color
HED_0012908	7	Turquoise	Cyan-color		CSS-color 0x40E0D0.	Cyan-color
HED_0012909	6	Gray-color	CSS-color		CSS color group.	CSS-color
HED_0012910	7	Black	Gray-color		CSS-color 0x000000.	Gray-color
HED_0012911	7	DarkGray	Gray-color		CSS-color 0xA9A9A9.	Gray-color
HED_0012912	7	DarkSlateGray	Gray-color		CSS-color 0x2F4F4F.	Gray-color
HED_0012913	7	DimGray	Gray-color		CSS-color 0x696969.	Gray-color
HED_0012914	7	Gainsboro	Gray-color		CSS-color 0xDCDCDC.	Gray-color
HED_0012915	7	Gray	Gray-color		CSS-color 0x808080.	Gray-color
HED_0012916	7	LightGray	Gray-color		CSS-color 0xD3D3D3.	Gray-color
HED_0012917	7	LightSlateGray	Gray-color		CSS-color 0x778899.	Gray-color
HED_0012918	7	Silver	Gray-color		CSS-color 0xC0C0C0.	Gray-color
HED_0012919	7	SlateGray	Gray-color		CSS-color 0x708090.	Gray-color
HED_0012920	6	Green-color	CSS-color		CSS color group.	CSS-color
HED_0012921	7	Chartreuse	Green-color		CSS-color 0x7FFF00.	Green-color
HED_0012922	7	DarkCyan	Green-color		CSS-color 0x008B8B.	Green-color
HED_0012923	7	DarkGreen	Green-color		CSS-color 0x006400.	Green-color
HED_0012924	7	DarkOliveGreen	Green-color		CSS-color 0x556B2F.	Green-color
HED_0012925	7	DarkSeaGreen	Green-color		CSS-color 0x8FBC8F.	Green-color
HED_0012926	7	ForestGreen	Green-color		CSS-color 0x228B22.	Green-color
HED_0012927	7	Green	Green-color		CSS-color 0x008000.	Green-color
HED_0012928	7	GreenYellow	Green-color		CSS-color 0xADFF2F.	Green-color
HED_0012929	7	LawnGreen	Green-color		CSS-color 0x7CFC00.	Green-color
HED_0012930	7	LightGreen	Green-color		CSS-color 0x90EE90.	Green-color
HED_0012931	7	LightSeaGreen	Green-color		CSS-color 0x20B2AA.	Green-color
HED_0012932	7	Lime	Green-color		CSS-color 0x00FF00.	Green-color
HED_0012933	7	LimeGreen	Green-color		CSS-color 0x32CD32.	Green-color
HED_0012934	7	MediumAquaMarine	Green-color		CSS-color 0x66CDAA.	Green-color
HED_0012935	7	MediumSeaGreen	Green-color		CSS-color 0x3CB371.	Green-color
HED_0012936	7	MediumSpringGreen	Green-color		CSS-color 0x00FA9A.	Green-color
HED_0012937	7	OliveDrab	Green-color		CSS-color 0x6B8E23.	Green-color
HED_0012938	7	PaleGreen	Green-color		CSS-color 0x98FB98.	Green-color
HED_0012939	7	SeaGreen	Green-color		CSS-color 0x2E8B57.	Green-color
HED_0012940	7	SpringGreen	Green-color		CSS-color 0x00FF7F.	Green-color
HED_0012941	7	Teal	Green-color		CSS-color 0x008080.	Green-color
HED_0012942	7	YellowGreen	Green-color		CSS-color 0x9ACD32.	Green-color
HED_0012943	6	Orange-color	CSS-color		CSS color group.	CSS-color
HED_0012944	7	Coral	Orange-color		CSS-color 0xFF7F50.	Orange-color
HED_0012945	7	DarkOrange	Orange-color		CSS-color 0xFF8C00.	Orange-color
HED_0012946	7	Orange	Orange-color		CSS-color 0xFFA500.	Orange-color
HED_0012947	7	OrangeRed	Orange-color		CSS-color 0xFF4500.	Orange-color
HED_0012948	7	Tomato	Orange-color		CSS-color 0xFF6347.	Orange-color
HED_0012949	6	Pink-color	CSS-color		CSS color group.	CSS-color
HED_0012950	7	DeepPink	Pink-color		CSS-color 0xFF1493.	Pink-color
HED_0012951	7	HotPink	Pink-color		CSS-color 0xFF69B4.	Pink-color
HED_0012952	7	LightPink	Pink-color		CSS-color 0xFFB6C1.	Pink-color
HED_0012953	7	MediumVioletRed	Pink-color		CSS-color 0xC71585.	Pink-color
HED_0012954	7	PaleVioletRed	Pink-color		CSS-color 0xDB7093.	Pink-color
HED_0012955	7	Pink	Pink-color		CSS-color 0xFFC0CB.	Pink-color
HED_0012956	6	Purple-color	CSS-color		CSS color group.	CSS-color
HED_0012957	7	BlueViolet	Purple-color		CSS-color 0x8A2BE2.	Purple-color
HED_0012958	7	DarkMagenta	Purple-color		CSS-color 0x8B008B.	Purple-color
HED_0012959	7	DarkOrchid	Purple-color		CSS-color 0x9932CC.	Purple-color
HED_0012960	7	DarkSlateBlue	Purple-color		CSS-color 0x483D8B.	Purple-color
HED_0012961	7	DarkViolet	Purple-color		CSS-color 0x9400D3.	Purple-color
HED_0012962	7	Fuchsia	Purple-color		CSS-color 0xFF00FF.	Purple-color
HED_0012963	7	Indigo	Purple-color		CSS-color 0x4B0082.	Purple-color
HED_0012964	7	Lavender	Purple-color		CSS-color 0xE6E6FA.	Purple-color
HED_0012965	7	Magenta	Purple-color		CSS-color 0xFF00FF.	Purple-color
HED_0012966	7	MediumOrchid	Purple-color		CSS-color 0xBA55D3.	Purple-color
HED_0012967	7	MediumPurple	Purple-color		CSS-color 0x9370DB.	Purple-color
HED_0012968	7	MediumSlateBlue	Purple-color		CSS-color 0x7B68EE.	Purple-color
HED_0012969	7	Orchid	Purple-color		CSS-color 0xDA70D6.	Purple-color
HED_0012970	7	Plum	Purple-color		CSS-color 0xDDA0DD.	Purple-color
HED_0012971	7	Purple	Purple-color		CSS-color 0x800080.	Purple-color
HED_0012972	7	RebeccaPurple	Purple-color		CSS-color 0x663399.	Purple-color
HED_0012973	7	SlateBlue	Purple-color		CSS-color 0x6A5ACD.	Purple-color
HED_0012974	7	Thistle	Purple-color		CSS-color 0xD8BFD8.	Purple-color
HED_0012975	7	Violet	Purple-color		CSS-color 0xEE82EE.	Purple-color
HED_0012976	6	Red-color	CSS-color		CSS color group.	CSS-color
HED_0012977	7	Crimson	Red-color		CSS-color 0xDC143C.	Red-color
HED_0012978	7	DarkRed	Red-color		CSS-color 0x8B0000.	Red-color
HED_0012979	7	DarkSalmon	Red-color		CSS-color 0xE9967A.	Red-color
HED_0012980	7	FireBrick	Red-color		CSS-color 0xB22222.	Red-color
HED_0012981	7	IndianRed	Red-color		CSS-color 0xCD5C5C.	Red-color
HED_0012982	7	LightCoral	Red-color		CSS-color 0xF08080.	Red-color
HED_0012983	7	LightSalmon	Red-color		CSS-color 0xFFA07A.	Red-color
HED_0012984	7	Red	Red-color		CSS-color 0xFF0000.	Red-color
HED_0012985	7	Salmon	Red-color		CSS-color 0xFA8072.	Red-color
HED_0012986	6	White-color	CSS-color		CSS color group.	CSS-color
HED_0012987	7	AliceBlue	White-color		CSS-color 0xF0F8FF.	White-color
HED_0012988	7	AntiqueWhite	White-color		CSS-color 0xFAEBD7.	White-color
HED_0012989	7	Azure	White-color		CSS-color 0xF0FFFF.	White-color
HED_0012990	7	Beige	White-color		CSS-color 0xF5F5DC.	White-color
HED_0012991	7	FloralWhite	White-color		CSS-color 0xFFFAF0.	White-color
HED_0012992	7	GhostWhite	White-color		CSS-color 0xF8F8FF.	White-color
HED_0012993	7	HoneyDew	White-color		CSS-color 0xF0FFF0.	White-color
HED_0012994	7	Ivory	White-color		CSS-color 0xFFFFF0.	White-color
HED_0012995	7	LavenderBlush	White-color		CSS-color 0xFFF0F5.	White-color
HED_0012996	7	Linen	White-color		CSS-color 0xFAF0E6.	White-color
HED_0012997	7	MintCream	White-color		CSS-color 0xF5FFFA.	White-color
HED_0012998	7	MistyRose	White-color		CSS-color 0xFFE4E1.	White-color
HED_0012999	7	OldLace	White-color		CSS-color 0xFDF5E6.	White-color
HED_0013000	7	SeaShell	White-color		CSS-color 0xFFF5EE.	White-color
HED_0013001	7	Snow	White-color		CSS-color 0xFFFAFA.	White-color
HED_0013002	7	White	White-color		CSS-color 0xFFFFFF.	White-color
HED_0013003	7	WhiteSmoke	White-color		CSS-color 0xF5F5F5.	White-color
HED_0013004	6	Yellow-color	CSS-color		CSS color group.	CSS-color
HED_0013005	7	DarkKhaki	Yellow-color		CSS-color 0xBDB76B.	Yellow-color
HED_0013006	7	Gold	Yellow-color		CSS-color 0xFFD700.	Yellow-color
HED_0013007	7	Khaki	Yellow-color		CSS-color 0xF0E68C.	Yellow-color
HED_0013008	7	LemonChiffon	Yellow-color		CSS-color 0xFFFACD.	Yellow-color
HED_0013009	7	LightGoldenRodYellow	Yellow-color		CSS-color 0xFAFAD2.	Yellow-color
HED_0013010	7	LightYellow	Yellow-color		CSS-color 0xFFFFE0.	Yellow-color
HED_0013011	7	Moccasin	Yellow-color		CSS-color 0xFFE4B5.	Yellow-color
HED_0013012	7	PaleGoldenRod	Yellow-color		CSS-color 0xEEE8AA.	Yellow-color
HED_0013013	7	PapayaWhip	Yellow-color		CSS-color 0xFFEFD5.	Yellow-color
HED_0013014	7	PeachPuff	Yellow-color		CSS-color 0xFFDAB9.	Yellow-color
HED_0013015	7	Yellow	Yellow-color		CSS-color 0xFFFF00.	Yellow-color
HED_0013016	5	Color-shade	Color		A slight degree of difference between colors, especially with regard to how light or dark it is or as distinguished from one nearly like it.	Color
HED_0013017	6	Dark-shade	Color-shade		A color tone not reflecting much light.	Color-shade
HED_0013018	6	Light-shade	Color-shade		A color tone reflecting more light.	Color-shade
HED_0013019	5	Grayscale	Color		Using a color map composed of shades of gray, varying from black at the weakest intensity to white at the strongest.	Color
HED_0013020	6	Grayscale-#	Grayscale	takesValue, valueClass=numericClass	White intensity between 0 and 1.	Grayscale and (valueClass some numericClass)
HED_0013021	5	HSV-color	Color		A color representation that models how colors appear under light.	Color
HED_0013022	6	HSV-value	HSV-color		An attribute of a visual sensation according to which an area appears to emit more or less light.	HSV-color
HED_0013023	7	HSV-value-#	HSV-value	takesValue, valueClass=numericClass		HSV-value and (valueClass some numericClass)
HED_0013024	6	Hue	HSV-color		Attribute of a visual sensation according to which an area appears to be similar to one of the perceived colors.	HSV-color
HED_0013025	7	Hue-#	Hue	takesValue, valueClass=numericClass	Angular value between 0 and 360.	Hue and (valueClass some numericClass)
HED_0013026	6	Saturation	HSV-color		Colorfulness of a stimulus relative to its own brightness.	HSV-color
HED_0013027	7	Saturation-#	Saturation	takesValue, valueClass=numericClass	B value of RGB between 0 and 1.	Saturation and (valueClass some numericClass)
HED_0013028	5	RGB-color	Color		A color from the RGB schema.	Color
HED_0013029	6	RGB-blue	RGB-color		The blue component.	RGB-color
HED_0013030	7	RGB-blue-#	RGB-blue	takesValue, valueClass=numericClass	B value of RGB between 0 and 1.	RGB-blue and (valueClass some numericClass)
HED_0013031	6	RGB-green	RGB-color		The green component.	RGB-color
HED_0013032	7	RGB-green-#	RGB-green	takesValue, valueClass=numericClass	G value of RGB between 0 and 1.	RGB-green and (valueClass some numericClass)
HED_0013033	6	RGB-red	RGB-color		The red component.	RGB-color
HED_0013034	7	RGB-red-#	RGB-red	takesValue, valueClass=numericClass	R value of RGB between 0 and 1.	RGB-red and (valueClass some numericClass)
HED_0013035	4	Luminance	Visual-attribute		A quality that exists by virtue of the luminous intensity per unit area projected in a given direction.	Visual-attribute
HED_0013036	4	Luminance-contrast	Visual-attribute	suggestedTag=Percentage, suggestedTag=Ratio	The difference in luminance in specific portions of a scene or image.	Visual-attribute and (suggestedTag some Percentage) and (suggestedTag some Ratio)
HED_0013037	5	Luminance-contrast-#	Luminance-contrast	takesValue, valueClass=numericClass	A non-negative value, usually in the range 0 to 1 or alternative 0 to 100, if representing a percentage.	Luminance-contrast and (valueClass some numericClass)
HED_0013038	4	Opacity	Visual-attribute		A measure of impenetrability to light.	Visual-attribute
HED_0013039	2	Sensory-presentation	Sensory-property		The entity has a sensory manifestation.	Sensory-property
HED_0013040	3	Auditory-presentation	Sensory-presentation		The sense of hearing is used in the presentation to the user.	Sensory-presentation
HED_0013041	4	Loudspeaker-separation	Auditory-presentation	suggestedTag=Distance	The distance between two loudspeakers. Grouped with the Distance tag.	Auditory-presentation and (suggestedTag some Distance)
HED_0013042	4	Monophonic	Auditory-presentation		Relating to sound transmission, recording, or reproduction involving a single transmission path.	Auditory-presentation
HED_0013043	4	Silent	Auditory-presentation		The absence of ambient audible sound or the state of having ceased to produce sounds.	Auditory-presentation
HED_0013044	4	Stereophonic	Auditory-presentation		Relating to, or constituting sound reproduction involving the use of separated microphones and two transmission channels to achieve the sound separation of a live hearing.	Auditory-presentation
HED_0013045	3	Gustatory-presentation	Sensory-presentation		The sense of taste used in the presentation to the user.	Sensory-presentation
HED_0013046	3	Olfactory-presentation	Sensory-presentation		The sense of smell used in the presentation to the user.	Sensory-presentation
HED_0013047	3	Somatic-presentation	Sensory-presentation		The nervous system is used in the presentation to the user.	Sensory-presentation
HED_0013048	3	Tactile-presentation	Sensory-presentation		The sense of touch used in the presentation to the user.	Sensory-presentation
HED_0013049	3	Vestibular-presentation	Sensory-presentation		The sense balance used in the presentation to the user.	Sensory-presentation
HED_0013050	3	Visual-presentation	Sensory-presentation		The sense of sight used in the presentation to the user.	Sensory-presentation
HED_0013051	4	2D-view	Visual-presentation		A view showing only two dimensions.	Visual-presentation
HED_0013052	4	3D-view	Visual-presentation		A view showing three dimensions.	Visual-presentation
HED_0013053	4	Background-view	Visual-presentation		Parts of the view that are farthest from the viewer and usually the not part of the visual focus.	Visual-presentation
HED_0013054	4	Bistable-view	Visual-presentation		Something having two stable visual forms that have two distinguishable stable forms as in optical illusions.	Visual-presentation
HED_0013055	4	Foreground-view	Visual-presentation		Parts of the view that are closest to the viewer and usually the most important part of the visual focus.	Visual-presentation
HED_0013056	4	Foveal-view	Visual-presentation		Visual presentation directly on the fovea. A view projected on the small depression in the retina containing only cones and where vision is most acute.	Visual-presentation
HED_0013057	4	Map-view	Visual-presentation		A diagrammatic representation of an area of land or sea showing physical features, cities, roads.	Visual-presentation
HED_0013058	5	Aerial-view	Map-view		Elevated view of an object from above, with a perspective as though the observer were a bird.	Map-view
HED_0013059	5	Satellite-view	Map-view		A representation as captured by technology such as a satellite.	Map-view
HED_0013060	5	Street-view	Map-view		A 360-degrees panoramic view from a position on the ground.	Map-view
HED_0013061	4	Peripheral-view	Visual-presentation		Indirect vision as it occurs outside the point of fixation.	Visual-presentation
HED_0013062	1	Task-property	Property	extensionAllowed	Something that pertains to a task.	Property and (extensionAllowed value true)
HED_0013063	2	Task-action-type	Task-property		How an agent action should be interpreted in terms of the task specification.	Task-property
HED_0013064	3	Appropriate-action	Task-action-type	relatedTag=Inappropriate-action	An action suitable or proper in the circumstances.	Task-action-type and (relatedTag some Inappropriate-action)
HED_0013065	3	Correct-action	Task-action-type	relatedTag=Incorrect-action, relatedTag=Indeterminate-action	An action that was a correct response in the context of the task.	Task-action-type and (relatedTag some Incorrect-action) and (relatedTag some Indeterminate-action)
HED_0013066	3	Correction	Task-action-type		An action offering an improvement to replace a mistake or error.	Task-action-type
HED_0013067	3	Done-indication	Task-action-type	relatedTag=Ready-indication	An action that indicates that the participant has completed this step in the task.	Task-action-type and (relatedTag some Ready-indication)
HED_0013068	3	Imagined-action	Task-action-type		Form a mental image or concept of something. This is used to identity something that only happened in the imagination of the participant as in imagined movements in motor imagery paradigms.	Task-action-type
HED_0013069	3	Inappropriate-action	Task-action-type	relatedTag=Appropriate-action	An action not in keeping with what is correct or proper for the task.	Task-action-type and (relatedTag some Appropriate-action)
HED_0013070	3	Incorrect-action	Task-action-type	relatedTag=Correct-action, relatedTag=Indeterminate-action	An action considered wrong or incorrect in the context of the task.	Task-action-type and (relatedTag some Correct-action) and (relatedTag some Indeterminate-action)
HED_0013071	3	Indeterminate-action	Task-action-type	relatedTag=Correct-action, relatedTag=Incorrect-action, relatedTag=Miss, relatedTag=Near-miss	An action that cannot be distinguished between two or more possibilities in the current context. This tag might be applied when an outside evaluator or a classification algorithm cannot determine a definitive result.	Task-action-type and (relatedTag some Correct-action) and (relatedTag some Incorrect-action) and (relatedTag some Miss) and (relatedTag some Near-miss)
HED_0013072	3	Miss	Task-action-type	relatedTag=Near-miss	An action considered to be a failure in the context of the task. For example, if the agent is supposed to try to hit a target and misses.	Task-action-type and (relatedTag some Near-miss)
HED_0013073	3	Near-miss	Task-action-type	relatedTag=Miss	An action barely satisfied the requirements of the task. In a driving experiment for example this could pertain to a narrowly avoided collision or other accident.	Task-action-type and (relatedTag some Miss)
HED_0013074	3	Omitted-action	Task-action-type		An expected response was skipped.	Task-action-type
HED_0013075	3	Ready-indication	Task-action-type	relatedTag=Done-indication	An action that indicates that the participant is ready to perform the next step in the task.	Task-action-type and (relatedTag some Done-indication)
HED_0013076	2	Task-attentional-demand	Task-property		Strategy for allocating attention toward goal-relevant information.	Task-property
HED_0013077	3	Bottom-up-attention	Task-attentional-demand	relatedTag=Top-down-attention	Attentional guidance purely by externally driven factors to stimuli that are salient because of their inherent properties relative to the background. Sometimes this is referred to as stimulus driven.	Task-attentional-demand and (relatedTag some Top-down-attention)
HED_0013078	3	Covert-attention	Task-attentional-demand	relatedTag=Overt-attention	Paying attention without moving the eyes.	Task-attentional-demand and (relatedTag some Overt-attention)
HED_0013079	3	Divided-attention	Task-attentional-demand	relatedTag=Focused-attention	Integrating parallel multiple stimuli. Behavior involving responding simultaneously to multiple tasks or multiple task demands.	Task-attentional-demand and (relatedTag some Focused-attention)
HED_0013080	3	Focused-attention	Task-attentional-demand	relatedTag=Divided-attention	Responding discretely to specific visual, auditory, or tactile stimuli.	Task-attentional-demand and (relatedTag some Divided-attention)
HED_0013081	3	Orienting-attention	Task-attentional-demand		Directing attention to a target stimulus.	Task-attentional-demand
HED_0013082	3	Overt-attention	Task-attentional-demand	relatedTag=Covert-attention	Selectively processing one location over others by moving the eyes to point at that location.	Task-attentional-demand and (relatedTag some Covert-attention)
HED_0013083	3	Selective-attention	Task-attentional-demand		Maintaining a behavioral or cognitive set in the face of distracting or competing stimuli. Ability to pay attention to a limited array of all available sensory information.	Task-attentional-demand
HED_0013084	3	Sustained-attention	Task-attentional-demand		Maintaining a consistent behavioral response during continuous and repetitive activity.	Task-attentional-demand
HED_0013085	3	Switched-attention	Task-attentional-demand		Having to switch attention between two or more modalities of presentation.	Task-attentional-demand
HED_0013086	3	Top-down-attention	Task-attentional-demand	relatedTag=Bottom-up-attention	Voluntary allocation of attention to certain features. Sometimes this is referred to goal-oriented attention.	Task-attentional-demand and (relatedTag some Bottom-up-attention)
HED_0013087	2	Task-effect-evidence	Task-property		The evidence supporting the conclusion that the event had the specified effect.	Task-property
HED_0013088	3	Behavioral-evidence	Task-effect-evidence		An indication or conclusion based on the behavior of an agent.	Task-effect-evidence
HED_0013089	3	Computational-evidence	Task-effect-evidence		A type of evidence in which data are produced, and/or generated, and/or analyzed on a computer.	Task-effect-evidence
HED_0013090	3	External-evidence	Task-effect-evidence		A phenomenon that follows and is caused by some previous phenomenon.	Task-effect-evidence
HED_0013091	3	Intended-effect	Task-effect-evidence		A phenomenon that is intended to follow and be caused by some previous phenomenon.	Task-effect-evidence
HED_0013092	2	Task-event-role	Task-property		The purpose of an event with respect to the task.	Task-property
HED_0013093	3	Experimental-stimulus	Task-event-role		Part of something designed to elicit a response in the experiment.	Task-event-role
HED_0013094	3	Incidental	Task-event-role		A sensory or other type of event that is unrelated to the task or experiment.	Task-event-role
HED_0013095	3	Instructional	Task-event-role		Usually associated with a sensory event intended to give instructions to the participant about the task or behavior.	Task-event-role
HED_0013096	3	Mishap	Task-event-role		Unplanned disruption such as an equipment or experiment control abnormality or experimenter error.	Task-event-role
HED_0013097	3	Participant-response	Task-event-role		Something related to a participant actions in performing the task.	Task-event-role
HED_0013098	3	Task-activity	Task-event-role		Something that is part of the overall task or is necessary to the overall experiment but is not directly part of a stimulus-response cycle. Examples would be taking a survey or provided providing a silva sample.	Task-event-role
HED_0013099	3	Warning	Task-event-role		Something that should warn the participant that the parameters of the task have been or are about to be exceeded such as a warning message about getting too close to the shoulder of the road in a driving task.	Task-event-role
HED_0013100	2	Task-relationship	Task-property		Specifying organizational importance of sub-tasks.	Task-property
HED_0013101	3	Background-subtask	Task-relationship		A part of the task which should be performed in the background as for example inhibiting blinks due to instruction while performing the primary task.	Task-relationship
HED_0013102	3	Primary-subtask	Task-relationship		A part of the task which should be the primary focus of the participant.	Task-relationship
HED_0013103	2	Task-stimulus-role	Task-property		The role the stimulus plays in the task.	Task-property
HED_0013104	3	Cue	Task-stimulus-role		A signal for an action, a pattern of stimuli indicating a particular response.	Task-stimulus-role
HED_0013105	3	Distractor	Task-stimulus-role		A person or thing that distracts or a plausible but incorrect option in a multiple-choice question. In psychological studies this is sometimes referred to as a foil.	Task-stimulus-role
HED_0013106	3	Expected	Task-stimulus-role	relatedTag=Unexpected, suggestedTag=Target	Considered likely, probable or anticipated. Something of low information value as in frequent non-targets in an RSVP paradigm.	Task-stimulus-role and (relatedTag some Unexpected) and (suggestedTag some Target)
HED_0013107	3	Extraneous	Task-stimulus-role		Irrelevant or unrelated to the subject being dealt with.	Task-stimulus-role
HED_0013108	3	Feedback	Task-stimulus-role		An evaluative response to an inquiry, process, event, or activity.	Task-stimulus-role
HED_0013109	3	Go-signal	Task-stimulus-role	relatedTag=Stop-signal	An indicator to proceed with a planned action.	Task-stimulus-role and (relatedTag some Stop-signal)
HED_0013110	3	Meaningful	Task-stimulus-role		Conveying significant or relevant information.	Task-stimulus-role
HED_0013111	3	Newly-learned	Task-stimulus-role		Representing recently acquired information or understanding.	Task-stimulus-role
HED_0013112	3	Non-informative	Task-stimulus-role		Something that is not useful in forming an opinion or judging an outcome.	Task-stimulus-role
HED_0013113	3	Non-target	Task-stimulus-role	relatedTag=Target	Something other than that done or looked for. Also tag Expected if the Non-target is frequent.	Task-stimulus-role and (relatedTag some Target)
HED_0013114	3	Not-meaningful	Task-stimulus-role		Not having a serious, important, or useful quality or purpose.	Task-stimulus-role
HED_0013115	3	Novel	Task-stimulus-role		Having no previous example or precedent or parallel.	Task-stimulus-role
HED_0013116	3	Oddball	Task-stimulus-role	relatedTag=Unexpected, suggestedTag=Target	Something unusual, or infrequent.	Task-stimulus-role and (relatedTag some Unexpected) and (suggestedTag some Target)
HED_0013117	3	Penalty	Task-stimulus-role		A disadvantage, loss, or hardship due to some action.	Task-stimulus-role
HED_0013118	3	Planned	Task-stimulus-role	relatedTag=Unplanned	Something that was decided on or arranged in advance.	Task-stimulus-role and (relatedTag some Unplanned)
HED_0013119	3	Priming	Task-stimulus-role		An implicit memory effect in which exposure to a stimulus influences response to a later stimulus.	Task-stimulus-role
HED_0013120	3	Query	Task-stimulus-role		A sentence of inquiry that asks for a reply.	Task-stimulus-role
HED_0013121	3	Reward	Task-stimulus-role		A positive reinforcement for a desired action, behavior or response.	Task-stimulus-role
HED_0013122	3	Stop-signal	Task-stimulus-role	relatedTag=Go-signal	An indicator that the agent should stop the current activity.	Task-stimulus-role and (relatedTag some Go-signal)
HED_0013123	3	Target	Task-stimulus-role		Something fixed as a goal, destination, or point of examination.	Task-stimulus-role
HED_0013124	3	Threat	Task-stimulus-role		An indicator that signifies hostility and predicts an increased probability of attack.	Task-stimulus-role
HED_0013125	3	Timed	Task-stimulus-role		Something planned or scheduled to be done at a particular time or lasting for a specified amount of time.	Task-stimulus-role
HED_0013126	3	Unexpected	Task-stimulus-role	relatedTag=Expected	Something that is not anticipated.	Task-stimulus-role and (relatedTag some Expected)
